locationId,indicatorId,variantId,timeId,timeLabel,timeMid,categoryId,category,estimateTypeId,estimateType,estimateMethodId,estimateMethod,sexId,sex,ageId,ageLabel,ageStart,ageEnd,ageMid,value
840,49,4,110,"2059","2059.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3,"Both sexes",188,"Total",0,-1,0,380310585
840,49,4,111,"2060","2060.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1,"Male",188,"Total",0,-1,0,189576154
840,49,4,111,"2060","2060.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",2,"Female",188,"Total",0,-1,0,191286011
840,49,4,111,"2060","2060.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3,"Both sexes",188,"Total",0,-1,0,380862165
840,49,4,112,"2061","2061.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1,"Male",188,"Total",0,-1,0,189897626
840,49,4,112,"2061","2061.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",2,"Female",188,"Total",0,-1,0,191524670
840,49,4,112,"2061","2061.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3,"Both sexes",188,"Total",0,-1,0,381422296
840,49,4,113,"2062","2062.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1,"Male",188,"Total",0,-1,0,190223379
840,49,4,113,"2062","2062.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",2,"Female",188,"Total",0,-1,0,191772110
840,49,4,113,"2062","2062.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3,"Both sexes",188,"Total",0,-1,0,381995488
840,49,4,114,"2063","2063.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1,"Male",188,"Total",0,-1,0,190555409
840,49,4,114,"2063","2063.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",2,"Female",188,"Total",0,-1,0,192031491
840,49,4,114,"2063","2063.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3,"Both sexes",188,"Total",0,-1,0,382586900
840,49,4,115,"2064","2064.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1,"Male",188,"Total",0,-1,0,190890437
840,49,4,115,"2064","2064.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",2,"Female",188,"Total",0,-1,0,192300775
840,49,4,115,"2064","2064.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3,"Both sexes",188,"Total",0,-1,0,383191212
840,49,4,116,"2065","2065.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1,"Male",188,"Total",0,-1,0,191225202
840,49,4,116,"2065","2065.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",2,"Female",188,"Total",0,-1,0,192575341
840,49,4,116,"2065","2065.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3,"Both sexes",188,"Total",0,-1,0,383800543
840,49,4,117,"2066","2066.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1,"Male",188,"Total",0,-1,0,191558689
840,49,4,117,"2066","2066.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",2,"Female",188,"Total",0,-1,0,192853412
840,49,4,117,"2066","2066.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3,"Both sexes",188,"Total",0,-1,0,384412101
840,49,4,118,"2067","2067.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1,"Male",188,"Total",0,-1,0,191889270
840,49,4,118,"2067","2067.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",2,"Female",188,"Total",0,-1,0,193134262
840,49,4,118,"2067","2067.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3,"Both sexes",188,"Total",0,-1,0,385023532
840,49,4,119,"2068","2068.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1,"Male",188,"Total",0,-1,0,192216336
840,49,4,119,"2068","2068.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",2,"Female",188,"Total",0,-1,0,193418139
840,49,4,119,"2068","2068.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3,"Both sexes",188,"Total",0,-1,0,385634475
840,49,4,120,"2069","2069.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1,"Male",188,"Total",0,-1,0,192533444
840,49,4,120,"2069","2069.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",2,"Female",188,"Total",0,-1,0,193698268
840,49,4,120,"2069","2069.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3,"Both sexes",188,"Total",0,-1,0,386231712
840,49,4,121,"2070","2070.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1,"Male",188,"Total",0,-1,0,192837015
